"file","issueId","status","reason","rule","category","title","author","date","preview","firstLines"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202107\Gmail\2107-9身體書寫.docx","202107","review","needs-confirmation","legacy-heading-suggestion","身體書寫","看見腳掌","謝珪如","2021.07.10","記得在我四、五歲時曾被轎車輾過左腳掌，那段時間父親每天背我到診所治療，儘管我的左腳腫得像麵龜一樣，生來就好動的我，仍然每天拖著受傷的腳趴趴走找同伴玩．直到醫生警告我再不休息療養，以後左腳可能會變型甚至拐腳。父親當時雖然不捨，還是把我關在房間不許外出。治療了一段時間，終於能下地走路，但總覺得走起來怪怪的。我觀察了我的左右腳究竟有什麼不同，我發現我的左腳掌前端是浮腫的，和右腳的前端形狀不同，我開始嘗試用各種不同的角度來使用我的腳掌活動，日子久了也習慣了自己走路的方式。但也從此開啟了我對身體動作的興趣。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202107\Gmail\2107-6圖靈集.docx","202107","review","needs-confirmation","legacy-heading-suggestion","圖靈集","愛在自己心裡","阿充","2021.07.10","「愛不能放在對方身上」，課堂上初聽這句話，先是楞了幾秒，隨即明白了，明白了過去自以為的種種委屈，明白了一再重複的不明白。什麼是愛？什麼是愛的方式？我們傾注了一生心力在愛，愛彷彿是我們人生最重要的功課，但是到頭來，總是覺得愛錯了、錯愛了，到頭來白愛了一場。如果愛是人生中最重要的事情，我們卻又屢戰屢敗，屢敗屢戰，老天爺應該不會是這樣設計的，一定是我們搞錯了什麼，搞錯了「什麼是愛」，搞錯了「如何去愛」。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202107\Gmail\2107-2-2陳盈靜.docx","202107","review","needs-confirmation","legacy-heading-suggestion","藉疫修心","之二- 允許」自己單純享受「在","陳盈靜","2021.07.10","101年5月15日中午，正簡單吃個午餐準備出門去六午入門班練功，電視傳來「疫情升三級」的警戒訊息！隨後手機也傳來教練通知停課的訊息….。頓時間時空似乎停住，凝結的空氣中瀰漫著「不習慣」、「不平常」的氛圍，讓人感到措手不及。我還記得第一時間還打個電話給爸媽及家人，當下能清楚感受到講話的音調有微微的發抖…，局勢會變得如何？疫情的衝擊更放大了對「不確定」與「未知」的感受。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202107\Gmail\2107-2-3蕭瑞玲.docx","202107","review","needs-confirmation","legacy-heading-suggestion","藉疫修心","之三- 線上練功的一對一教學","蕭瑞玲","2021.07.10","疫情進入三級警戒後沒多久，東醫家族便開啟了超豐富的線上課程。教練們都是老師的優秀弟子，也是我們最寶貴的學習楷模，感謝教練的無私奉獻，教導並傳授。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202107\Gmail\2107-8心田集.docx","202107","review","needs-confirmation","legacy-heading-suggestion","心田集","橫膈肌是天地能量的轉換所","文稿彙整／鄭雅靜","2021.07.10","呼吸的運作","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202107\Gmail\2107-3-1林沅錚.docx","202107","review","needs-confirmation","legacy-heading-suggestion","練功雜談","之一- 在黑暗中凝視太陽","林沅錚","2021.07.10","我進入氣機導引的機緣很玄妙，從前完全不相信華人的鍛煉方法，每天跑步、健身、練習巴西柔術⋯⋯，全都是西洋的身體鍛煉。某天因為寫文章的關係接觸到余德慧教授的《宗教療癒與身體人文空間》一書，讀後相當震撼，看到書中反覆提及和稱讚張老師的氣機導引，在當下也不知道為何會有「那就去看看」的念頭，在試上過一次體驗課後，二話不說就加入氣機導引的大家族中。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202107\Gmail\2107-4-3周小昱.docx","202107","review","needs-confirmation","legacy-heading-suggestion","導引香道","之二- 燃一炷香，便是回家……","周小昱","2021.07.10","中國人民大學人類學研究所博士生","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\王亞玲＿活色生香  愛慾金瓶梅.docx","202108","review","needs-confirmation","legacy-heading-suggestion","導引香道","活色生香 愛慾金瓶梅","","2021.08.10","疫情三級警戒期間重讀《紅樓夢》與《金瓶梅》是一件喜樂之事，在此紛亂的時刻，如何把持住內心深刻地凝視神性與人性，同時產生悲憫之心，小說引發的時空哲學，其實與現實是極為連結的。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-7身體書寫.docx","202108","review","needs-confirmation","legacy-heading-suggestion","身體書寫","在不斷的腦內革命中成長","","2021.08.10","◎沈寧衛","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-4圖靈集.docx","202108","review","needs-confirmation","legacy-heading-suggestion","圖靈集","練功次第新論","阿充","2021.08.10","練功以來，我們聽過許多練功的階段論，像是「百日築基，十月懷胎，三年哺乳，九年面壁」、「練精化氣，練氣還神，練神還虛，練虛合道」、「移爐換鼎，移鼎換爐」、「下丹田，中丹田，上丹田」等，這些都是古人的智慧結晶，雖然看似引用不同的文字描述，但是實質上指引的道路大同小異。今天我嘗試用另一個面向切入，談一談練功的階段論，讓生活在現代的讀者多一個參考，或許可以為自己鋪出另ㄧ條路。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-3體證道德經.docx","202108","review","needs-confirmation","legacy-heading-suggestion","體證道德經","致虛守靜，回到生命原點","文稿彙整／沈寧衛","2021.08.10","老子《道德經》第十六章：「致虛極，守靜篤。萬物並作，吾以觀復。夫物芸芸，各復歸其根。歸根曰靜，是謂復命。復命曰常。知常曰明。不知常，妄作凶。知常容，容乃公，公乃全，全乃天，天乃道，道乃久。沒身不殆。」","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-5心田集.docx","202108","review","needs-confirmation","legacy-heading-suggestion","心田集","動作的語言，虛空無內外","文稿彙整／鄭雅靜","2021.08.10","「由外而內」必須清楚到位","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-6香之物語＿修正.docx","202108","review","needs-confirmation","legacy-heading-suggestion","導引香道","活色生香 愛慾金瓶梅","王亞玲","2021.08.10","疫情三級警戒期間重讀《紅樓夢》與《金瓶梅》是一件喜樂之事，在此紛亂的時刻，如何把持住內心深刻地凝視神性與人性，同時產生悲憫之心，小說引發的時空哲學，其實與現實是極為連結的。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-00目錄.docx","202108","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-1編輯小語.docx","202108","review","needs-confirmation","legacy-heading-suggestion","編輯小語","天之蒼蒼，其正色耶？","編輯部","2021.08.10","新冠疫情所向披靡，全人類都被逼進前所未見的局面。氣機導引從5月15日上午十點半接到三級警戒政令後，立即宣布封館停課。隨後，五月底、六月初，入門班教練的視訊課，以及張老師對東醫家族大群體的視訊課就水到渠成，自然到位，同時間把大家一起拉到一個新的領域。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-2導引香道.docx","202108","review","needs-confirmation","legacy-heading-suggestion","導引香道","疫情蔓延時，開展香的新心文化","","2021.08.10","文稿彙整／識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-6香之物語.docx","202108","review","needs-confirmation","legacy-heading-suggestion","導引香道","活色生香 愛慾金瓶梅","王亞玲","2021.08.10","疫情三級警戒期間重讀《紅樓夢》與《金瓶梅》是一件喜樂之事，在此紛亂的時刻，如何把持住內心深刻地凝視神性與人性，同時產生悲憫之心，小說引發的時空哲學，其實與現實是極為連結的。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-1編輯小語.docx","202109","review","needs-confirmation","legacy-heading-suggestion","編輯小語","百姓皆謂我自然","編輯部","2021.09.10","根據聯合國教科文組織統計，《道德經》是除了《聖經》以外被譯成外國文字發行量最多的經典著作。然而，《道德經》所涵蓋的思想範疇，與它的實踐層面，至今並未全然被理解，至於普遍的實踐，恐怕就更難企及了。又或者說，真正的成就者不會有任何的「成就」能被看見或感知，他的作用力，是隨著日落月升、四季更迭而出入人間，於是，儘管我們總是慨嘆世道人心如江河日下，地球暖化、災禍頻傳，末日傳說從未止息的今日，我們仍然堅信，這個世界將以一種巧妙的平衡，持續下去。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-4圖靈集.docx","202109","review","needs-confirmation","legacy-heading-suggestion","圖靈集","練功這檔事","阿充","2021.09.10","上一期的圖靈集，我們談到了練功的次第，那是從五年、十年、二十年甚至更長的時間軸來看，會有哪幾個階段的進展。假如每一次的練功只有20分鐘，那20分鐘內有沒有什麼樣的次第呢？那又是什麼樣的過程呢？張老師最近在視訊課上一再強調，如果不理解他所說的，尤其是《道德經》的意涵，那麼練功就等於是白練，為什麼會這樣呢？我們今天就更深入來探討練功這檔事。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-2導引香道.docx","202109","review","needs-confirmation","legacy-heading-suggestion","導引香道","越南沉香導覽","","2021.09.10","文稿彙整／識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-6沉香物語.docx","202109","review","needs-confirmation","legacy-heading-suggestion","國立故宮院收藏的博山爐，是漢代的傳說器物，也是香文化的重要香爐。金瓶梅出現在青樓裡。（翻拍自故宮）","沉香物語","","2021.09.10","雲霞滿紙 金瓶梅香觀","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-7身體書寫.docx","202109","review","needs-confirmation","legacy-heading-suggestion","身體書寫","意志力與感知力","鄧美玲","2021.09.10","張老師在視訊課提到「如果我再否定別人的意見，我罰一萬元。如果你們，罰一千元。」","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-5心田集.docx","202109","review","needs-confirmation","legacy-heading-suggestion","心田集","當導引遇上口罩","文稿彙整／鄭雅靜","2021.09.10","COVID-19流行期間，口罩是個人的基本防護，可幫助降低上呼吸道疾病感染性或萬一染病的嚴重程度。但戴上口罩也會讓人感到不適，增加呼吸阻力，莫名的心理壓力或導致身體局部過敏等。練氣機導引需要結合動作、呼吸與意識，如果練功戴上口罩會是何光景？","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-00目錄.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-3體證道德經.docx","202109","review","needs-confirmation","legacy-heading-suggestion","體證道德經","悠兮其貴言","文稿彙整／劉雅君","2021.09.10","《道德經》第17、21章這兩章的重點涉及到：一、氣是怎樣存在？二、至高無上的「生命本源」，是怎樣的存在？這跟物理學所發現的「波粒二相論」所探討的內容十分相近，也就是萬物的根源，物質界最小的存在為何？我們先來看第17章。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\雲霞滿紙  金瓶梅香觀.docx","202109","review","needs-confirmation","legacy-heading-suggestion","雲霞滿紙 金瓶梅香觀","圖文：王亞玲","","2021.09.10","張愛玲曾經在〈中國人的宗教〉一文中寫到：「就因為對一切都懷疑，中國文學裡瀰漫著大的悲哀。只有在物質的細節上，它得到歡悅——因此《金瓶梅》、《紅樓夢》仔仔細細開出整桌的菜單，毫無倦意，不為什麼，就因為喜歡——細節往是和美暢快，引人入勝的，而主題永遠悲觀。一切對於人生的籠統觀察都指向虛無。」","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-9張可士.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-15心田集.docx","202110","review","needs-confirmation","legacy-heading-suggestion","心田集","看，還是不看？","文稿彙整／鄭雅靜","2021.10.10","天下事，不看就沒了","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-13導引香道.docx","202110","review","needs-confirmation","legacy-heading-suggestion","導引香道","聞香修改情緒設定","","2021.10.10","文稿彙整／識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-12冷莉萍.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-10蔡淑貞.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-14見素抱樸.docx","202110","review","needs-confirmation","legacy-heading-suggestion","體證道德經","絕聖棄智，故令有所屬","文字彙整／李明","2021.10.10","絕聖棄智，民利百倍；","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-2洪淑敏.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-4林芬蓉.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-3張詒鵬.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-11洪淑絹.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-8林玲雅.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-6蕭怡萍.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-5樹姍.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-7如璧.docx","202110","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\Gmail\2110-1編輯小語.docx","202110","review","needs-confirmation","legacy-heading-suggestion","編輯小語","只為了註記我們共同的歲月","編輯部","2021.10.10","電子報從這一期開始，想嘗試不同的東西。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\Gmail\2110-13余安邦.docx","202110","review","needs-confirmation","legacy-heading-suggestion","從身體殘餘朝向生命的本然狀態：","病毒與科技夾縫中的苟活姿態","余安邦","2021.10.10","「修行就是試圖去聆聽那個從究極的高處而來的聲音。」","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\Gmail\2110-00目錄.docx","202110","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\道場還是戰場？【2021-11-07交稿的版本】.docx","202111","review","needs-confirmation","legacy-heading-suggestion","道場還是戰場","應該是十幾年前吧，老師感慨有則廣告說，「心是人生最大的戰場」，看到我們傻愣愣的，老師接著說：「心是人生最大的道場！」當時我點點頭，覺得老師的“廣告詞”比較高明。","","2021.11.10","殊不知，這廣告詞的後面是一場遊戲，一場夢。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-8暐婷.docx","202111","review","needs-confirmation","legacy-heading-suggestion","11月專題／知其白，守其黑，我在哪裡／之6","重溫經典 《老人與海》","倪暐婷","2021.11.10","人們在閱讀時，免不了沿著筆者所編織出來的字句遊歷在故事裡，或多或少也將自身的人生經驗帶入其中，但往往僅止於字面內容上的體會．然而，透過張老師《道德經》的步步引導，回頭再次閱讀《老人與海》這本經典，彷彿漸漸能感受生命高度的不可思議，甚至在書中看見「知其白，守其黑」之道。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-10賴鈺晶.docx","202111","review","needs-confirmation","legacy-heading-suggestion","11月專題／知其白，守其黑，我在哪裡／之8","就待在薛丁格的貓箱裡吧！","賴鈺晶","2021.11.10","信與不信信皆在","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-13香之物語.docx","202111","review","needs-confirmation","legacy-heading-suggestion","導引香道","千年繁華 綺羅飄香","王亞玲","2021.11.10","在現代生活裡找香的書寫，終於來到了宋朝。之所以那麼晚才寫，是因為每次看到有關宋朝生活訊息都非常地不爽（袂宋）。因為市場上關於宋朝生活的書，多到數不完，為什麼在這個時代，大家都在談宋朝，因為那是許多人心目中的理想生活，有錢有閒有品味，大俗和大雅兼備，理想與現實並重。品香與點茶、掛畫、插花都是宋人的四般閒事，這些屬於宋人日常生活的小確幸，都非宋人所創，卻由宋人賦予高雅的品趣，流傳後世。我不爽的是，這品香的美好體驗，在千年前繁華飄香，在今世卻變成不可多得。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-3蔡育展.docx","202111","review","needs-confirmation","legacy-heading-suggestion","11月專題／知其白，守其黑，我在哪裡／之1","一棵樹倒下的聲音","蔡育展","2021.11.10","小方是一個今年剛滿九歲，留著短髮愛笑又愛吃的三年級小女生。平常總有著一堆不著邊際的有趣想法。最近她喜歡上了貓巧可這套書，這一天她抱著一本書提出了一個問題：","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-5夙君.docx","202111","review","needs-confirmation","legacy-heading-suggestion","11月專題／知其白，守其黑，我在哪裡／之3","夢境與實境之間","游夙君","2021.11.10","書寫是日常的習慣了，除了所思所感，也記錄夢境，以作為觀看自己的一種途徑。字裡行間的我跟書寫當下的我，相互映照，手記久了，對自己平日行事的模式漸漸能夠產生一種心知肚明。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-1編輯小語.docx","202111","review","needs-confirmation","legacy-heading-suggestion","編輯小語","其實，每天都在收成","編輯部","2021.11.10","預告今秋第一波冷氣團將要來襲的週日傍晚，台北市中心高樓上，已經可以看到城市東北方的山陵線外，濃黑雲層正悄悄靠攏。而101附近的高樓塔群，燈，在薄暮中一盞一盞亮起。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-00目錄.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-4鍾宛真.docx","202111","review","needs-confirmation","legacy-heading-suggestion","11月專題／知其白，守其黑，我在哪裡／之2","曾經熱愛「雄白榮」，如今稍安於「雌黑辱","鍾宛真","2021.11.10","不知道大家有沒有感覺，今年的一個月，感覺像是經歷一年一樣！整個世界的變化，似乎永遠沒有最快，只有更快！","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-9賴碧蘭.docx","202111","review","needs-confirmation","legacy-heading-suggestion","11月專題／知其白，守其黑，我在哪裡／之6","得失之間","賴碧蘭","2021.11.10","慾望貪婪是無底深淵","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-2又一里程碑 .docx","202111","review","needs-confirmation","legacy-heading-suggestion","又一里程碑","接近大自然的第一堂課","洪淑敏","2021.11.10","氣機導引的野外教室已落成啟用，張老師也立即展開接近大自然的第一堂課，落實了東醫氣機導引飲食、起居、運動、情緒、接近大自然的概念。走進全台灣混沌靈力最強的原始森林中，打破六根的慣性，向大自然學習，調整修復身心失衡的波動。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-6雅靜.docx","202111","review","needs-confirmation","legacy-heading-suggestion","11月專題／知其白，守其黑，我在哪裡／之4","知白守黑論自己","鄭雅靜","2021.11.10","誤會當下抄錄就是自己","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-7張可士.docx","202111","review","needs-confirmation","legacy-heading-suggestion","11月專題／知其白，守其黑，我在哪裡／之5","在廣漠之野，無何有之鄉","張可士","2021.11.10","《道德經》有云：「知其白，守其黑，為天下式；為天下式，常德不忒，復歸於無極。」世事白與黑，無非陰、陽二氣之變化與感知，《易》云：「一陰一陽之謂道。」孤陰不生，獨陽不長，萬物負陰而抱陽，沖氣以為和，是陽非道，陰亦非道，道其在陰陽之間，恍惚杳冥，渾然在抱，或此是虛，虛自生神，應有不期然而然者，心若不虛，已先無道，不知白不守黑，知其白，守其黑，大白若黑，廣德若不足。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-14身體書寫.docx","202111","review","needs-confirmation","legacy-heading-suggestion","身體書寫","從身所欲不逾矩，談沉轉","鄭雅靜","2021.11.10","鬆沉不是平移","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-12圖靈集.docx","202111","review","needs-confirmation","legacy-heading-suggestion","圖靈集","境界","阿充","2021.11.10","根據維基百科的定義：「境界用於區分各種領域、區域、環境。本意指地理空間界限，引申至人物所處的抽象領域層次如：哲學思想的高度、宗教信仰的修行修煉進度、內心所處環境（心境）。」境界是一種空間的概念，不涉及優劣好壞，只有高低大小，這裡所謂的高低是一種描述空間界限的形容詞。境界如我者實在沒有那個境界來談「境界」，但是藉由「如是我聞」式的整理、發現、甚至創造，正好是檢視自己境界的大好機會，也一定會留下一些蛛絲馬跡，日後必有回響，無論是與自己或眾生。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-8《就這些了！》週五晚班.docx","202112","review","needs-confirmation","legacy-heading-suggestion","一分鐘錄音側寫","之六- 就這些了！週五晚班的兩大色調","沈紅玫","2021.12.10","就這些了，週五晚班2021的歲末省思如圖所示。但，與其說是歲末感言，不如說是大家「看見了自己」。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-00目錄.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-11台中二.docx","202112","review","needs-confirmation","legacy-heading-suggestion","一分鐘錄音側寫","之九- 台中名士俠影錄","蘇峻瑩","2021.12.10","20年前在台中金沙百貨14樓，導引課程正式落腳台中，著居士服、頭髮梳得整齊、頗富文青氣息的張老師第一次在這裡上課。他說話鏗鏘有力，雙手比劃著動作，感覺頗有威嚴。正式上課前，式冰姐在問老師問題，這是我對她的第一 印象。她是誰？學員們並不知道，更遑論背後顯赫的家世；她不動聲色，悄然藏身在我們之中。這個階段著重下丹田的鍛鍊，從早上10點到下午4點，她也跟隨著大家，被張老師操得聲嘶力竭、氣喘吁吁，拖著疲憊的身軀，接續再繼續下一個動作，學習將導引每一拳打向生命的痛處。","System.Object[]"
