"file","issueId","status","reason","rule","category","title","author","date","preview","firstLines"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-5心田集.docx","202108","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-6香之物語＿修正.docx","202108","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-00目錄.docx","202108","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-1編輯小語.docx","202108","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-2導引香道.docx","202108","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202108\Gmail\2108-6香之物語.docx","202108","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-1編輯小語.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-4圖靈集.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-2導引香道.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-6沉香物語.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-7身體書寫.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-5心田集.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-00目錄.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\2109-3體證道德經.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202109\雲霞滿紙  金瓶梅香觀.docx","202109","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-9張可士.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之八- 漸漸的都懂了","張可士","2021.10.10","小小年過七十才有機遇踏入東醫氣機導引的領域，當時身材僵硬之極如朽木(難雕)，由接受功法時的「激動」、跟教練練功時的「隨動」、到回家後的「不動」，日子忽忽也過了兩個多年頭，到現在才漸漸的懂了。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-15心田集.docx","202110","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-13導引香道.docx","202110","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-12冷莉萍.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之十一- 不怕慢！只怕站！","冷莉萍","2021.10.10","---------------------------",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-10蔡淑貞.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之九- 樂享視訊課大觀園","蔡淑貞","2021.10.10","去年新冠疫情爆發以來，全球開始流行使用Zoom 等軟體開會，或連結各路人馬呈現各自的畫面，一起合唱或一起演奏音樂，感覺網路上一下子百花齊放。疫情使得大家儘量不出門、無法群聚，但運用新興軟體卻能把不分遠近、無論國內外的人們連結在一起完成同一件事，真是非常的奇妙！對於電子媒介向來生疏的我，沒想到隔年也得學會使用Zoom來上課，或用line會議室做視訊學習了。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-14見素抱樸.docx","202110","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-2洪淑敏.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之一- 渡河之筏","洪淑敏","2021.10.10","人生的發生是生命的課題，練氣機導引是為了修行悟道，十八套功法讓我們經歷不同的情境，讓我們看見自己，開啟悟道之門。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-4林芬蓉.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之三- 享受「天涯共此時」之樂","林芬蓉","2021.10.10","新冠肺炎疫情從三級降到二級，大家心情逐漸放鬆，學生們回到校園，一度停擺的各種課程陸續恢復正常，但是東醫氣機導引依舊視訊練功，每個人都篤定得很，甚至認為線上課程可以跨越地區限制，享受「天涯共此時」之樂。真是一群有趣的人。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-3張詒鵬.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之二- 河景第一排的感覺","張詒鵬","2021.10.10","以往在會館上老師的課，為免影響其他同學的視線，自知個子還算高，一般都選擇站在後面幾排，因此只能就看到的局部動作揣摩一二。近年隨著年齡增長，視力愈來越差，常有霧裡看花的感覺，往往只能跟著老師的動作擺擺樣子。今年初無極功法第一段考試，依樣畫葫蘆把動作比畫完成而勉強過關，老師給的評價：就像在打永字八法。心有戚戚焉。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-11洪淑絹.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之十- 如信仰般的意志力","洪淑絹","2021.10.10","2020年因著人生的第一場手術，之後在哥哥和大嫂推薦下，我走進了氣機導引的教室裹，開始了一場場與自己身體對話的歷程。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-8林玲雅.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之七- 自由中自律，孤獨時內觀","林玲雅","2021.10.10","因疫情嚴峻之故，孩子們自5月中旬開始居家線上學習，而我的氣機導引課程也適時地改為視訊上課。感謝玉玲和神助兩位教練在我不安浮動之時帶領我們練習，並逐步將課程調整為最適合學員的時間與模式，讓我有機會靜下來調整步調，感受不同的生活樣態，享受陪伴自己的美好。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-6蕭怡萍.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之五- 六根守缺的奇幻旅程","蕭怡萍","2021.10.10","四個月的遠距野戰訓練",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-5樹姍.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之四- 感激這場難得的相遇","蕭樹姍","2021.10.10","中輟了一段時間，這次因為有了線上課程得以復課，讓我有著滿滿的感動。疫情時，所有日常完全改變，未來充滿不確定性。然而，看著線上課程的每一位教練，各個沉著穩健從容自在，還散發著就是要你學得會的強烈磁場。讓因疫情而萎縮的我又重新活了起來。每位不同個性與歷練的教練，各自呈現出東醫氣機導引不同的精彩世界。然而更感動的是張老師的《老子》課。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\2110-7如璧.docx","202110","normalized",,"series-heading","專欄文章/視訊課的自由與孤獨","之六- 萬物靜觀皆自得","劉如璧","2021.10.10","因為疫情，孩子們幾乎都在家上線工作，今年初先生也退休，四口之家24小時全部歸隊。原本白天我一人獨大，現在卻群雄割據，房門一關，自成一派，非屬必要，請勿打擾，尤其是孩子們不再是可愛的小小孩。當然，我是例外，因為我的房門永遠開放，家人有事總先找我。這樣的日子，著實令初老的我再度上緊發條，有些緊張，內心也有點小哀怨，但是能夠一家人緊密地全天候相處，何嘗不是老天爺賜給我的再一次機會，彷彿回到孩子年幼時的暑假，只是不能安排活動出遊而已；因此我更珍惜把握當下，每天用心準備美食，讓三餐成為全家人歡聚休息的時光。不能出門趴趴走，就在家裡到處逛，近40年的老宅，絕對有隱藏版的家事，於是每天一點一點的推進，生活忙得不亦樂乎。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\Gmail\2110-1編輯小語.docx","202110","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\Gmail\2110-13余安邦.docx","202110","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202110\Gmail\2110-00目錄.docx","202110","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\道場還是戰場？【2021-11-07交稿的版本】.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-8暐婷.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-10賴鈺晶.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-13香之物語.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-3蔡育展.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-5夙君.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-1編輯小語.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-00目錄.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-4鍾宛真.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-9賴碧蘭.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-2又一里程碑 .docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-6雅靜.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-7張可士.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-14身體書寫.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202111\2111-12圖靈集.docx","202111","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-8《就這些了！》週五晚班.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-00目錄.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-11台中二.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-14徵稿啟事.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-5二晚班.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-1編輯小語.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-3一晚班 .docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-9六早班.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-13心田集.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-12范子計然.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-10台中一.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-12導引香道.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\2112-4二早班.docx","202112","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\202211\2211-8誠則明 明則誠.docx","202211","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\202211\2211-6體證道德經.docx","202211","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\202211\2211-9導引采風錄.docx","202211","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\202211\2211-2夙君.docx","202211","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\202211\2211-3練功筆記劉惠瑛.docx","202211","normalized",,"series-heading","練功筆記","之二- 覺醒之路","劉惠瑛","2022.11.10","我很喜歡上張老師的課，每個禮拜二都期待來被張老師狠狠敲一下，整個人好像又充滿能量可以継續螻蟻人生。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\202211\2211-0目錄.docx","202211","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202112\202211\2211-4嫻言絮語.docx","202211","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\2201-1編輯小語.docx","202201","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-4游夙君.docx","202201","normalized",,"series-heading","練功筆記","之三- 同與不同，在此綻放","游夙君","2022.01.10","去年11月的某次課堂，師提及有關天人合一的某個面向的描述，大意是：當你成為導體，處在不同環境裡，你可以閱讀自己，也明白自己與所處環境的關係性，此即小宇宙大宇宙。同與不同，同人於野。我想能這樣的人，肯定是能與自己，與他人，也與所處環境和諧一致的人，那麼具體的實踐又是怎樣的風景呢？",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-9體證道德經.docx","202201","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-10圖靈集_2201_1.docx","202201","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-00目錄.docx","202201","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-6呂一慈.docx","202201","normalized",,"series-heading","練功筆記","之五- 氣機導引的養生觀","呂一慈","2022.01.10","由於科技的進步，現在有許多食物是來自基因改良的農作物，人體細胞必須重新辨識，有些人體DNA無法辨認的有毒物質也隨之侵入人體，例如，地溝油。這些都是過去數百萬年人類生存演化史上沒有遇見過的物質；身體不認識它們，也無法處理它們，只好在體內堆積起來。再加上現代人的運動量大幅減少，身體排毒功能快速下降，長久累積的毒素，就成為健康殺手。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-8范家豪.docx","202201","normalized",,"series-heading","練功筆記","之七- 功成不必在我","范家豪","2022.01.10","「鋒刃邊緣」電影中，屆臨退役的選手卡姐，在擊劍職業生涯中，能在最後一役奪得金牌，是她最強烈的渴望。面對一路指導訓練的學妹小拉，小拉心中亦知道這是卡姐最後一戰，而自己還年輕，還有許多四年可以挑戰，故而未盡全力出擊。看出端倪的卡姐，訓斥著要其奮力出擊，小拉依著一路來的訓練，沈穩住後，在最後一擊險擊勝出，卡姐看著一路教導出的後輩，心中甚是喜悅，但另一面卻也遺憾，自己未能得到一面金牌。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-2沈紅玫.docx","202201","normalized",,"series-heading","練功筆記","之一- 一切只是選擇","沈紅玫","2022.01.10","「你們啊！不要盲修瞎練！」",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-3人生三問.docx","202201","normalized",,"series-heading","練功筆記","之二- 人生三問","高袖桐","2022.01.10","張老師上課問大家，人生的三個問題你想過嗎？",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-7蔡淑貞.docx","202201","normalized",,"series-heading","練功筆記","之六- 人我OK論","蔡淑貞","2022.01.10","人一生下來就知道自己、擁有自我，也學會自我保護；開始離開父母走入社交團體，就知道人我的差別，會在意別人的眼光，在乎老師的目光、注意和稱讚。這一切都是天性使然，不必人教，我們自然就會，不同的只是程度的差別，這關乎個性。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-12股海人生逍遙遊.docx","202201","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-10圖靈集_2201.docx","202201","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-11香之物語.docx","202201","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202201\Gmail\2201-5雪山坑教我的三件事.docx","202201","normalized",,"series-heading","練功筆記","之四- 雪山坑教我的三件事","闕建珍","2022.01.10","從開始有機會到雪山坑，就看見房子四週懸掛著密密麻麻的蜘蛛網，去了幾次，蜘蛛網清了又結、結了又清，原以為就這樣了，大自然，本該如此！不料老師一聲令下：「劃清界限」，最近再看房子架構上的蜘蛛網居然不見了，環境四周的蜘蛛網依舊保持活力旺盛的面貌，樹梢上隨處可見它的蹤影。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-1編輯小語.docx","202202","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-2疑義相與析・之一.docx","202202","normalized",,"series-heading","如是我聞/疑義相與析","之一- 在跟自己相反的地方","六早班","2022.02.10","A：週五晚有同學問：如何拉大個人「頻寬」？老師回答說：「在跟自己相反的地方，看到『道』在那裡。」有哪位同學可以說說自己的體會？這跟老師講的「同人於野」又有什麼關係呢？",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-6沈紅玫.docx","202202","normalized",,"series-heading","練功筆記","之一- 那一夜，「怒目金剛」——低眉慈目","沈紅玫","2022.02.10","金剛怒目，所以降伏四魔；",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-7陳美伶.docx","202202","normalized",,"series-heading","練功筆記","之二- 如來在人間","陳美伶","2022.02.10","我們生活在四維時空，但我們只能看到三維。一般是看不到自己所處的維度，只能看到以下的維度。所以我們看不到時間的流動。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-3疑義相與析・之二.docx","202202","normalized",,"series-heading","如是我聞/疑義相與析","之二- 在最低處找到真正的著落","六早班","2022.02.10","A：人藏的是根，是把一切藏在根裏面，只有根才能通天地之氣。我們要接地氣，在最低的地方，找到一個人真正的著落。老師說，好好去參。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-4疑義相與析・之三.docx","202202","normalized",,"series-heading","如是我聞/疑義相與析","之一- 如何拉大個人的「頻寬」？","一晚班","2022.02.10","A：週五晚班有同學問：如何拉大個人「頻寬」？老師回答說：「在跟自己相反的地方，看到「道」在那裡。」有哪位同學可以說說自己的體會嗎？",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-00目錄.docx","202202","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-12有涯隨無涯殆已.docx","202202","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-10體證道德經_1.docx","202202","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-9眾香平等.docx","202202","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-8維度思考.docx","202202","normalized",,"series-heading","練功筆記","之三- an 維度思考","李宗演","2022.02.10","維度（Dimension）又稱為次元，一維是線，線有長度。二維是一個平面，由長度和寬度而形成面積。三維是由長度和寬度再加上高度形成體積面，我們生活所處的就是三維空間。我們練功就是希望能身心靈的平衡與協調，更需要提升生命的維度。張老師每周在種子班花了很多時間來教導學員，因著大家的體會不同，彼此可以在班上群組或在電子報上分享與討論，我個人的體會非常有限，僅分享an維度思考的粗淺心得。",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-11心田集.docx","202202","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-10體證道德經.docx","202202","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-13身體書寫.docx","202202","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202202\2202-5疑義相與析・之四.docx","202202","normalized",,"series-heading","如是我聞/疑義相與析","之四- 是時間，還是生命？","四午班","2022.02.10","A：過年期間，請大家好好想想老師給的提問：",
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-8氣機人物一 James.docx","202203","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-7股海人生.docx","202203","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-3功夫熊貓.docx","202203","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-4導引香道.docx","202203","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
